order_id,client_id,service_id,gift_id,gift_cost,total_gifts,total_amount,fee,variable_cost,total_revenue,month,year,date
11917,185,3,13,407.67,46,18753,3750.6,4071,22503.6,12,2019,12-2019
11918,170,2,11,360.06,47,16923,3384.6,6767,20307.6,3,2019,3-2019
11919,514,1,12,316.26,58,18343,3668.6,6808,22011.6,10,2018,10-2018
11920,160,2,20,1287.79,14,18029,3605.8,4485,21634.8,8,2018,8-2018
11921,515,3,12,381.91,45,17186,3437.2,4200,20623.2,8,2019,8-2019
11922,226,2,20,425.29,35,14885,2977,4903,17862,12,2019,12-2019
11923,484,3,27,467,38,17746,3549.2,4201,21295.2,6,2018,6-2018
11924,212,3,20,622.63,30,18679,3735.8,4850,22414.8,4,2018,4-2018
11925,372,3,22,318.74,61,19443,3888.6,5100,23331.6,10,2018,10-2018
11926,363,2,18,618.81,27,16708,3341.6,5418,20049.6,8,2019,8-2019
11927,517,2,23,809.38,13,10522,2104.4,6406,12626.4,6,2019,6-2019
11928,267,3,13,409.61,44,18023,3604.6,6837,21627.6,12,2018,12-2018
11929,415,1,12,285.77,62,17718,3543.6,5478,21261.6,6,2019,6-2019
11930,243,3,15,377.83,40,15113,3022.6,6275,18135.6,12,2018,12-2018
11931,373,2,25,189.84,56,10631,2126.2,5185,12757.2,8,2018,8-2018
11932,392,3,20,390.04,51,19892,3978.4,5563,23870.4,6,2018,6-2018
11933,469,2,19,332.68,38,12642,2528.4,4799,15170.4,8,2018,8-2018
11934,200,3,15,274.62,68,18674,3734.8,6051,22408.8,5,2018,5-2018
11935,179,1,20,313.54,52,16304,3260.8,6701,19564.8,9,2018,9-2018
11936,432,3,13,356.42,48,17108,3421.6,5674,20529.6,12,2018,12-2018
11937,476,1,17,628.14,22,13819,2763.8,4616,16582.8,12,2019,12-2019
11938,326,3,23,216.23,70,15136,3027.2,6872,18163.2,4,2019,4-2019
11939,185,1,25,473.78,37,17530,3506,6294,21036,5,2019,5-2019
11940,449,2,22,331.08,53,17547,3509.4,5440,21056.4,1,2018,1-2018
11941,377,3,12,229.77,44,10110,2022,5125,12132,7,2019,7-2019
11942,223,3,19,495.53,36,17839,3567.8,5842,21406.8,3,2018,3-2018
11943,406,2,18,243.22,64,15566,3113.2,5706,18679.2,8,2018,8-2018
11944,269,1,21,729.38,16,11670,2334,4632,14004,3,2018,3-2018
11945,402,3,25,315.82,61,19265,3853,5026,23118,7,2019,7-2019
11946,485,2,21,524.33,36,18876,3775.2,6275,22651.2,10,2018,10-2018
11947,354,1,27,385.52,50,19276,3855.2,5400,23131.2,11,2019,11-2019
11948,420,1,16,174.41,73,12732,2546.4,5460,15278.4,1,2019,1-2019
11949,298,3,25,768.94,17,13072,2614.4,6204,15686.4,10,2018,10-2018
11950,218,1,11,318.88,58,18495,3699,5279,22194,1,2019,1-2019
11951,341,1,23,150.56,72,10840,2168,6797,13008,1,2019,1-2019
11952,499,2,17,254.7,64,16301,3260.2,5322,19561.2,8,2018,8-2018
11953,232,3,20,566.95,21,11906,2381.2,6532,14287.2,1,2019,1-2019
11954,498,3,26,373.59,44,16438,3287.6,4183,19725.6,9,2019,9-2019
11955,344,1,12,192.31,78,15000,3000,4433,18000,12,2018,12-2018
11956,196,3,24,778.24,17,13230,2646,4089,15876,12,2019,12-2019
11957,205,1,23,520.16,32,16645,3329,6196,19974,8,2018,8-2018
11958,500,3,16,148.71,69,10261,2052.2,6563,12313.2,8,2019,8-2019
11959,446,1,25,373.04,46,17160,3432,4792,20592,9,2019,9-2019
11960,262,3,18,464.21,34,15783,3156.6,6969,18939.6,9,2018,9-2018
11961,298,1,18,257.24,72,18521,3704.2,4265,22225.2,9,2018,9-2018
11962,404,3,23,906.21,14,12687,2537.4,5914,15224.4,12,2018,12-2018
11963,519,3,18,355.67,52,18495,3699,6284,22194,11,2018,11-2018
11964,253,2,22,619.91,32,19837,3967.4,4676,23804.4,7,2019,7-2019
11965,278,2,24,583.87,23,13429,2685.8,5152,16114.8,8,2018,8-2018
11966,350,3,11,175.06,80,14005,2801,6478,16806,2,2019,2-2019
11967,220,1,11,1252.29,14,17532,3506.4,7000,21038.4,5,2019,5-2019
11968,423,1,13,177.86,72,12806,2561.2,4325,15367.2,3,2018,3-2018
11969,445,3,20,577.86,21,12135,2427,6734,14562,5,2019,5-2019
11970,262,3,19,614.47,30,18434,3686.8,4219,22120.8,11,2018,11-2018
11971,339,1,26,392.74,43,16888,3377.6,4933,20265.6,6,2018,6-2018
11972,386,2,13,266.41,49,13054,2610.8,4169,15664.8,5,2018,5-2018
11973,170,3,27,1033.67,12,12404,2480.8,4027,14884.8,3,2018,3-2018
11974,357,1,21,411.41,41,16868,3373.6,4903,20241.6,9,2018,9-2018
11975,237,3,14,339.81,53,18010,3602,6647,21612,7,2018,7-2018
11976,254,1,26,381.93,45,17187,3437.4,5851,20624.4,6,2019,6-2019
11977,191,3,21,312.7,44,13759,2751.8,5532,16510.8,3,2018,3-2018
11978,430,1,15,244.05,73,17816,3563.2,5977,21379.2,9,2019,9-2019
11979,443,1,19,401.65,48,19279,3855.8,4052,23134.8,7,2018,7-2018
11980,225,1,19,284.96,45,12823,2564.6,6409,15387.6,10,2019,10-2019
11981,491,3,26,134.13,76,10194,2038.8,5804,12232.8,6,2018,6-2018
11982,224,1,19,195.49,77,15053,3010.6,5193,18063.6,5,2018,5-2018
11983,488,2,25,1015.47,15,15232,3046.4,5427,18278.4,8,2019,8-2019
11984,111,1,17,547.71,24,13145,2629,5081,15774,12,2018,12-2018
11985,262,1,22,498.7,30,14961,2992.2,6187,17953.2,11,2018,11-2018
11986,274,1,22,202.71,51,10338,2067.6,4517,12405.6,6,2019,6-2019
11987,211,2,12,167.3,77,12882,2576.4,6503,15458.4,6,2019,6-2019
11988,281,3,19,367.14,44,16154,3230.8,5038,19384.8,7,2018,7-2018
11989,178,3,21,288.13,55,15847,3169.4,5722,19016.4,9,2018,9-2018
11990,471,1,23,523.68,31,16234,3246.8,4207,19480.8,7,2019,7-2019
11991,524,3,22,444.78,40,17791,3558.2,4114,21349.2,3,2019,3-2019
11992,425,1,17,235.81,80,18865,3773,4258,22638,10,2018,10-2018
11993,442,2,23,204.8,65,13312,2662.4,5418,15974.4,10,2019,10-2019
11994,346,2,19,289.64,58,16799,3359.8,4658,20158.8,5,2019,5-2019
11995,479,3,11,388.23,44,17082,3416.4,4761,20498.4,7,2019,7-2019
11996,155,1,11,216.83,66,14311,2862.2,6795,17173.2,10,2019,10-2019
11997,298,3,20,250.1,40,10004,2000.8,5388,12004.8,5,2018,5-2018
11998,459,3,17,1141.76,17,19410,3882,4218,23292,9,2019,9-2019
11999,120,1,27,429.33,40,17173,3434.6,5228,20607.6,3,2018,3-2018
12000,384,2,26,583.74,31,18096,3619.2,6064,21715.2,4,2018,4-2018
12001,476,1,24,806.35,23,18546,3709.2,4758,22255.2,10,2019,10-2019
12002,451,2,12,1074.18,17,18261,3652.2,4211,21913.2,12,2018,12-2018
12003,471,1,16,617.11,28,17279,3455.8,5437,20734.8,6,2018,6-2018
12004,213,2,16,913.35,20,18267,3653.4,6364,21920.4,9,2018,9-2018
12005,366,1,11,396.13,45,17826,3565.2,4242,21391.2,6,2019,6-2019
12006,301,2,25,166.58,72,11994,2398.8,4876,14392.8,5,2018,5-2018
12007,468,1,11,476.24,34,16192,3238.4,6196,19430.4,3,2018,3-2018
12008,503,3,25,239.98,47,11279,2255.8,6440,13534.8,9,2019,9-2019
12009,230,3,15,971.33,15,14570,2914,4904,17484,2,2019,2-2019
12010,358,2,25,402.71,48,19330,3866,5878,23196,9,2019,9-2019
12011,299,2,15,276.17,63,17399,3479.8,5332,20878.8,11,2018,11-2018
12012,422,1,13,496.64,36,17879,3575.8,5656,21454.8,11,2019,11-2019
12013,248,1,15,306.53,43,13181,2636.2,5926,15817.2,11,2019,11-2019
12014,361,3,27,482.56,36,17372,3474.4,5645,20846.4,12,2018,12-2018
12015,416,3,18,844.42,19,16044,3208.8,4669,19252.8,4,2019,4-2019
12016,252,3,25,239.15,79,18893,3778.6,6827,22671.6,10,2018,10-2018
12017,388,1,13,817.93,14,11451,2290.2,5822,13741.2,3,2018,3-2018
12018,186,3,24,248.04,73,18107,3621.4,6375,21728.4,4,2018,4-2018
12019,216,2,12,171.64,80,13731,2746.2,6447,16477.2,7,2019,7-2019
12020,132,1,15,267.19,48,12825,2565,5805,15390,11,2018,11-2018
12021,485,2,20,658,22,14476,2895.2,4413,17371.2,8,2019,8-2019
12022,425,2,12,691.2,15,10368,2073.6,6470,12441.6,9,2018,9-2018
12023,401,3,26,220.24,62,13655,2731,6616,16386,1,2019,1-2019
12024,415,2,16,1243.83,12,14926,2985.2,5352,17911.2,11,2018,11-2018
12025,298,3,16,171.03,59,10091,2018.2,5110,12109.2,2,2018,2-2018
12026,475,2,16,1104.09,11,12145,2429,4768,14574,2,2018,2-2018
12027,377,3,13,932.36,11,10256,2051.2,6825,12307.2,9,2019,9-2019
12028,494,3,18,596.28,18,10733,2146.6,4409,12879.6,2,2019,2-2019
12029,194,2,25,225.02,58,13051,2610.2,6792,15661.2,9,2019,9-2019
12030,254,2,27,957.44,16,15319,3063.8,5292,18382.8,3,2019,3-2019
12031,164,3,17,193.52,62,11998,2399.6,4766,14397.6,4,2018,4-2018
12032,507,1,11,381.28,36,13726,2745.2,4902,16471.2,6,2018,6-2018
12033,135,3,12,220.64,55,12135,2427,6507,14562,12,2019,12-2019
12034,263,2,15,257.82,45,11602,2320.4,6172,13922.4,7,2019,7-2019
12035,300,3,12,189.25,53,10030,2006,5006,12036,3,2019,3-2019
12036,242,1,11,229.93,44,10117,2023.4,6395,12140.4,7,2018,7-2018
12037,126,2,12,335.32,53,17772,3554.4,5524,21326.4,8,2019,8-2019
12038,231,2,20,707.81,21,14864,2972.8,5876,17836.8,1,2018,1-2018
12039,362,3,24,1046.84,19,19890,3978,6891,23868,8,2019,8-2019
12040,505,1,19,255.41,64,16346,3269.2,4225,19615.2,2,2019,2-2019
12041,230,3,14,1346.43,14,18850,3770,6388,22620,5,2018,5-2018
12042,312,3,12,991.07,14,13875,2775,6614,16650,1,2018,1-2018
12043,529,1,20,416.79,28,11670,2334,5572,14004,8,2018,8-2018
12044,423,1,15,324.44,61,19791,3958.2,4012,23749.2,5,2018,5-2018
12045,360,1,21,271.88,51,13866,2773.2,5667,16639.2,12,2018,12-2018
12046,438,2,12,1460.73,11,16068,3213.6,4449,19281.6,12,2019,12-2019
12047,499,3,14,457.02,41,18738,3747.6,5524,22485.6,11,2019,11-2019
12048,157,3,26,225.25,71,15993,3198.6,6964,19191.6,12,2019,12-2019
12049,490,3,23,430.9,30,12927,2585.4,4503,15512.4,7,2019,7-2019
12050,131,1,11,174.83,69,12063,2412.6,6628,14475.6,4,2018,4-2018
12051,192,3,14,392.63,38,14920,2984,6830,17904,5,2018,5-2018
12052,391,1,25,207.96,51,10606,2121.2,6534,12727.2,10,2019,10-2019
12053,204,1,15,786.76,17,13375,2675,5482,16050,8,2018,8-2018
12054,250,1,23,271.44,73,19815,3963,5729,23778,2,2019,2-2019
12055,324,2,15,657.37,19,12490,2498,4470,14988,4,2018,4-2018
12056,500,3,21,583.56,34,19841,3968.2,4452,23809.2,3,2019,3-2019
12057,359,1,19,276,60,16560,3312,6657,19872,6,2019,6-2019
12058,153,3,21,986.05,19,18735,3747,4762,22482,2,2019,2-2019
12059,140,2,26,239.77,69,16544,3308.8,4381,19852.8,10,2019,10-2019
12060,222,3,21,277.17,63,17462,3492.4,5776,20954.4,8,2019,8-2019
12061,304,1,17,344.53,45,15504,3100.8,6443,18604.8,3,2018,3-2018
12062,151,3,13,264.95,38,10068,2013.6,5113,12081.6,12,2019,12-2019
12063,496,1,11,1189.79,14,16657,3331.4,5070,19988.4,6,2019,6-2019
12064,437,2,20,658.26,27,17773,3554.6,4011,21327.6,7,2018,7-2018
12065,139,1,15,237.17,78,18499,3699.8,4447,22198.8,9,2018,9-2018
12066,230,2,13,457.71,34,15562,3112.4,4800,18674.4,11,2018,11-2018
12067,299,2,17,303.33,48,14560,2912,4527,17472,1,2019,1-2019
12068,288,1,23,310.94,35,10883,2176.6,4321,13059.6,8,2019,8-2019
12069,235,2,22,451.47,32,14447,2889.4,5682,17336.4,12,2019,12-2019
12070,274,1,11,433.7,46,19950,3990,6659,23940,5,2019,5-2019
12071,412,1,12,368.64,44,16220,3244,6021,19464,6,2018,6-2018
12072,149,2,17,344.53,58,19983,3996.6,4457,23979.6,1,2019,1-2019
12073,310,1,12,472.35,34,16060,3212,4019,19272,11,2018,11-2018
12074,337,1,11,749.25,20,14985,2997,6794,17982,1,2019,1-2019
12075,490,1,17,241.06,47,11330,2266,5395,13596,3,2019,3-2019
12076,512,2,11,216.96,56,12150,2430,4418,14580,11,2018,11-2018
12077,399,2,23,256.27,59,15120,3024,4233,18144,8,2019,8-2019
12078,320,3,25,249.57,79,19716,3943.2,5882,23659.2,11,2019,11-2019
12079,338,1,24,1577.33,12,18928,3785.6,5518,22713.6,6,2018,6-2018
12080,405,2,25,260.43,56,14584,2916.8,6822,17500.8,5,2019,5-2019
12081,119,1,13,469.44,36,16900,3380,6495,20280,1,2019,1-2019
12082,115,3,12,226.95,76,17248,3449.6,5486,20697.6,4,2018,4-2018
12083,514,2,19,693.65,20,13873,2774.6,5859,16647.6,2,2018,2-2018
12084,152,1,21,889.57,21,18681,3736.2,6455,22417.2,1,2018,1-2018
12085,244,3,16,535.77,35,18752,3750.4,4973,22502.4,10,2019,10-2019
12086,419,1,21,167.34,65,10877,2175.4,5920,13052.4,3,2019,3-2019
12087,291,1,15,895.26,19,17010,3402,6952,20412,6,2018,6-2018
12088,293,1,18,487.77,22,10731,2146.2,5716,12877.2,1,2019,1-2019
12089,480,2,17,164.15,68,11162,2232.4,6617,13394.4,5,2018,5-2018
12090,215,1,21,312.6,48,15005,3001,4263,18006,8,2019,8-2019
12091,346,2,18,336.2,46,15465,3093,6136,18558,12,2019,12-2019
12092,217,2,22,213.92,62,13263,2652.6,4700,15915.6,9,2018,9-2018
12093,378,2,25,330.66,38,12565,2513,4411,15078,11,2019,11-2019
12094,413,1,12,887.83,12,10654,2130.8,4511,12784.8,1,2019,1-2019
12095,279,2,13,403.72,46,18571,3714.2,6930,22285.2,3,2018,3-2018
12096,531,1,13,234.96,57,13393,2678.6,6433,16071.6,11,2019,11-2019
12097,246,3,20,220.57,67,14778,2955.6,4974,17733.6,8,2019,8-2019
12098,360,3,25,934.59,17,15888,3177.6,6524,19065.6,6,2018,6-2018
12099,431,1,22,619.82,28,17355,3471,4797,20826,3,2019,3-2019
12100,513,2,20,643.4,30,19302,3860.4,5190,23162.4,6,2018,6-2018
12101,150,3,22,210.14,64,13449,2689.8,6269,16138.8,11,2018,11-2018
12102,508,2,27,227.77,79,17994,3598.8,4749,21592.8,12,2019,12-2019
12103,229,1,27,550.3,23,12657,2531.4,4692,15188.4,9,2019,9-2019
12104,141,3,20,314.92,51,16061,3212.2,4607,19273.2,2,2019,2-2019
12105,162,1,14,432.42,26,11243,2248.6,6179,13491.6,6,2019,6-2019
12106,481,1,16,532.15,33,17561,3512.2,6866,21073.2,8,2018,8-2018
12107,399,1,22,429.64,42,18045,3609,5852,21654,7,2019,7-2019
12108,160,2,16,407.97,30,12239,2447.8,6411,14686.8,5,2019,5-2019
12109,398,2,20,184.4,62,11433,2286.6,6397,13719.6,2,2019,2-2019
12110,349,2,12,345.37,38,13124,2624.8,4280,15748.8,2,2018,2-2018
12111,444,2,27,361.71,38,13745,2749,6618,16494,9,2019,9-2019
12112,396,1,23,549.55,29,15937,3187.4,4167,19124.4,7,2019,7-2019
12113,188,3,18,387.94,36,13966,2793.2,6192,16759.2,12,2018,12-2018
12114,256,2,23,152.89,73,11161,2232.2,5118,13393.2,12,2019,12-2019
12115,417,2,22,199.73,74,14780,2956,6320,17736,9,2018,9-2018
12116,329,2,24,175.46,78,13686,2737.2,4169,16423.2,4,2018,4-2018
12117,403,1,12,325.44,54,17574,3514.8,4149,21088.8,1,2019,1-2019
12118,299,1,15,1612,12,19344,3868.8,5816,23212.8,5,2019,5-2019
12119,477,2,19,1373.64,14,19231,3846.2,4714,23077.2,3,2018,3-2018
12120,439,3,11,665.25,20,13305,2661,4700,15966,9,2019,9-2019
12121,293,2,20,220.81,72,15898,3179.6,6824,19077.6,11,2018,11-2018
12122,449,2,11,752.84,19,14304,2860.8,5083,17164.8,3,2018,3-2018
12123,116,3,20,344.32,47,16183,3236.6,5708,19419.6,1,2018,1-2018
12124,334,2,26,401.04,46,18448,3689.6,6512,22137.6,5,2019,5-2019
12125,420,1,17,212.34,73,15501,3100.2,5675,18601.2,2,2019,2-2019
12126,304,3,18,334.49,45,15052,3010.4,5508,18062.4,12,2018,12-2018
12127,216,3,13,361.29,31,11200,2240,4945,13440,6,2019,6-2019
12128,178,1,27,205.23,77,15803,3160.6,6510,18963.6,12,2019,12-2019
12129,522,2,19,153.55,71,10902,2180.4,4913,13082.4,8,2019,8-2019
12130,141,1,25,141.91,77,10927,2185.4,6581,13112.4,3,2019,3-2019
12131,149,2,21,947.2,20,18944,3788.8,6041,22732.8,12,2018,12-2018
12132,160,2,13,270.02,43,11611,2322.2,4366,13933.2,4,2019,4-2019
12133,531,1,12,352.76,42,14816,2963.2,4019,17779.2,10,2018,10-2018
12134,122,3,14,394.31,36,14195,2839,5596,17034,6,2018,6-2018
12135,234,3,15,376.14,36,13541,2708.2,5474,16249.2,8,2018,8-2018
12136,326,1,25,321.18,50,16059,3211.8,6485,19270.8,11,2019,11-2019
12137,310,3,21,402.5,36,14490,2898,5103,17388,1,2019,1-2019
12138,378,1,17,873.39,18,15721,3144.2,5998,18865.2,12,2018,12-2018
12139,491,2,17,476.32,38,18100,3620,6470,21720,2,2018,2-2018
12140,132,1,12,227.21,56,12724,2544.8,6690,15268.8,10,2019,10-2019
12141,436,1,20,754.56,16,12073,2414.6,6661,14487.6,6,2018,6-2018
12142,504,3,19,512.82,39,20000,4000,4099,24000,3,2018,3-2018
12143,137,3,13,249.75,55,13736,2747.2,5423,16483.2,7,2019,7-2019
12144,454,2,24,257.85,60,15471,3094.2,5708,18565.2,11,2018,11-2018
12145,441,2,23,265.39,75,19904,3980.8,5948,23884.8,1,2018,1-2018
12146,357,1,11,269.67,49,13214,2642.8,6310,15856.8,2,2018,2-2018
12147,522,2,25,897.92,13,11673,2334.6,4919,14007.6,9,2019,9-2019
12148,284,1,11,1726.45,11,18991,3798.2,5338,22789.2,11,2019,11-2019
12149,202,2,19,329.74,35,11541,2308.2,6839,13849.2,6,2018,6-2018
12150,266,3,17,583.7,23,13425,2685,4566,16110,12,2018,12-2018
12151,390,2,27,854,14,11956,2391.2,4754,14347.2,4,2018,4-2018
12152,506,1,24,671.1,20,13422,2684.4,5609,16106.4,10,2018,10-2018
12153,476,3,23,362.88,52,18870,3774,6190,22644,8,2019,8-2019
12154,437,3,13,461.82,22,10160,2032,4693,12192,5,2018,5-2018
12155,482,3,12,316.55,33,10446,2089.2,4003,12535.2,5,2018,5-2018
12156,247,2,22,142.29,78,11099,2219.8,4669,13318.8,4,2019,4-2019
12157,267,2,12,403.69,48,19377,3875.4,6625,23252.4,1,2018,1-2018
12158,198,3,24,280.86,69,19379,3875.8,4851,23254.8,4,2019,4-2019
12159,451,3,23,325.86,56,18248,3649.6,6577,21897.6,12,2019,12-2019
12160,321,1,12,1507.85,13,19602,3920.4,6227,23522.4,10,2019,10-2019
12161,496,2,16,206.67,79,16327,3265.4,4153,19592.4,8,2019,8-2019
12162,218,2,17,340.25,57,19394,3878.8,4830,23272.8,8,2018,8-2018
12163,504,3,12,199.73,64,12783,2556.6,4068,15339.6,4,2018,4-2018
12164,503,1,20,208.27,71,14787,2957.4,5340,17744.4,1,2019,1-2019
12165,291,3,16,228.66,80,18293,3658.6,5349,21951.6,8,2019,8-2019
12166,358,1,22,738.67,27,19944,3988.8,5120,23932.8,10,2019,10-2019
12167,389,2,21,351.97,39,13727,2745.4,5232,16472.4,3,2019,3-2019
12168,523,3,16,257.07,55,14139,2827.8,6179,16966.8,2,2019,2-2019
12169,425,3,23,279.14,65,18144,3628.8,4760,21772.8,12,2019,12-2019
12170,505,3,18,148.93,69,10276,2055.2,4329,12331.2,10,2019,10-2019
12171,175,3,22,755.95,19,14363,2872.6,4207,17235.6,4,2019,4-2019
12172,379,3,22,301.42,64,19291,3858.2,4067,23149.2,11,2018,11-2018
12173,213,3,15,210.48,54,11366,2273.2,6420,13639.2,3,2018,3-2018
12174,398,3,15,495.33,24,11888,2377.6,4725,14265.6,5,2019,5-2019
12175,488,3,20,523.68,38,19900,3980,4898,23880,12,2018,12-2018
12176,144,1,19,1413.54,13,18376,3675.2,5785,22051.2,7,2019,7-2019
12177,299,2,15,594.21,33,19609,3921.8,4665,23530.8,1,2018,1-2018
12178,331,2,22,201.17,75,15088,3017.6,5656,18105.6,12,2019,12-2019
12179,307,1,22,319.9,51,16315,3263,5863,19578,10,2019,10-2019
12180,361,1,20,348,40,13920,2784,6323,16704,6,2018,6-2018
12181,156,3,15,249.68,59,14731,2946.2,5422,17677.2,3,2019,3-2019
12182,432,3,26,644.94,16,10319,2063.8,4342,12382.8,5,2019,5-2019
12183,131,2,25,745,15,11175,2235,6509,13410,7,2018,7-2018
12184,251,3,14,332.93,41,13650,2730,6196,16380,11,2019,11-2019
12185,222,3,19,387.33,49,18979,3795.8,4816,22774.8,10,2018,10-2018
12186,396,2,25,396.06,36,14258,2851.6,5645,17109.6,8,2019,8-2019
12187,176,1,17,609.43,28,17064,3412.8,5247,20476.8,6,2018,6-2018
12188,292,2,17,257.27,44,11320,2264,4243,13584,2,2018,2-2018
12189,431,1,13,234.04,68,15915,3183,6105,19098,1,2019,1-2019
12190,317,1,14,248.94,53,13194,2638.8,5504,15832.8,10,2019,10-2019
12191,144,2,20,268.54,70,18798,3759.6,6659,22557.6,5,2018,5-2018
12192,516,1,21,375.41,39,14641,2928.2,6570,17569.2,1,2018,1-2018
12193,426,2,11,998.58,19,18973,3794.6,6280,22767.6,4,2019,4-2019
12194,297,1,22,269.98,60,16199,3239.8,5436,19438.8,4,2019,4-2019
12195,350,1,15,160.75,73,11735,2347,4473,14082,8,2019,8-2019
12196,214,1,20,616.79,19,11719,2343.8,5123,14062.8,1,2019,1-2019
12197,387,3,22,350.21,34,11907,2381.4,4317,14288.4,1,2019,1-2019
12198,306,3,15,138.07,76,10493,2098.6,6976,12591.6,9,2019,9-2019
12199,200,3,23,823.57,14,11530,2306,6897,13836,9,2019,9-2019
12200,531,3,15,378.66,50,18933,3786.6,6033,22719.6,10,2019,10-2019
12201,170,1,11,250.22,72,18016,3603.2,5142,21619.2,8,2018,8-2018
12202,501,1,22,162.11,65,10537,2107.4,4925,12644.4,3,2018,3-2018
12203,140,1,22,276.81,68,18823,3764.6,6286,22587.6,3,2018,3-2018
12204,464,2,18,343.98,55,18919,3783.8,6458,22702.8,12,2019,12-2019
12205,316,1,14,179.02,64,11457,2291.4,6061,13748.4,2,2018,2-2018
12206,120,3,19,224.84,77,17313,3462.6,4602,20775.6,9,2019,9-2019
12207,113,2,14,174.72,72,12580,2516,4619,15096,8,2018,8-2018
12208,377,3,25,451.88,42,18979,3795.8,5220,22774.8,10,2019,10-2019
12209,118,1,16,446.4,42,18749,3749.8,6320,22498.8,12,2019,12-2019
12210,199,3,22,668.05,21,14029,2805.8,6983,16834.8,7,2019,7-2019
12211,215,1,13,611.14,28,17112,3422.4,4015,20534.4,8,2018,8-2018
12212,192,1,27,256.1,51,13061,2612.2,6131,15673.2,11,2018,11-2018
12213,506,1,14,203.82,50,10191,2038.2,4228,12229.2,8,2019,8-2019
12214,231,1,27,286,69,19734,3946.8,4578,23680.8,11,2018,11-2018
12215,400,1,12,191,68,12988,2597.6,6781,15585.6,1,2019,1-2019
12216,459,3,11,289.66,56,16221,3244.2,4489,19465.2,11,2018,11-2018
12217,188,2,17,589.58,24,14150,2830,4824,16980,10,2018,10-2018
12218,333,1,12,269.44,68,18322,3664.4,5379,21986.4,1,2019,1-2019
12219,265,2,26,213.22,54,11514,2302.8,6884,13816.8,8,2019,8-2019
12220,203,1,13,250.39,74,18529,3705.8,6237,22234.8,1,2018,1-2018
12221,412,2,18,496.24,29,14391,2878.2,5057,17269.2,12,2019,12-2019
12222,304,3,15,268.29,73,19585,3917,6465,23502,8,2018,8-2018
12223,418,1,11,544.47,30,16334,3266.8,6252,19600.8,2,2018,2-2018
12224,187,2,27,608.19,21,12772,2554.4,5825,15326.4,7,2018,7-2018
12225,452,3,22,461.4,35,16149,3229.8,4836,19378.8,12,2018,12-2018
12226,402,2,27,760.05,22,16721,3344.2,4120,20065.2,2,2018,2-2018
12227,139,2,26,461.25,40,18450,3690,5798,22140,8,2019,8-2019
12228,418,3,23,257.46,50,12873,2574.6,6188,15447.6,8,2018,8-2018
12229,450,2,17,346.93,56,19428,3885.6,6610,23313.6,1,2019,1-2019
12230,270,3,19,344.58,52,17918,3583.6,6578,21501.6,11,2019,11-2019
12231,401,1,22,445.03,32,14241,2848.2,6516,17089.2,12,2019,12-2019
12232,125,3,19,1415.09,11,15566,3113.2,4899,18679.2,4,2019,4-2019
12233,460,3,19,305.05,38,11592,2318.4,4031,13910.4,6,2018,6-2018
12234,430,2,23,1059.06,17,18004,3600.8,4627,21604.8,11,2018,11-2018
12235,249,3,22,713.4,20,14268,2853.6,4585,17121.6,8,2018,8-2018
12236,399,2,15,474.17,23,10906,2181.2,5651,13087.2,11,2019,11-2019
12237,530,1,22,385.26,35,13484,2696.8,4261,16180.8,3,2019,3-2019
12238,239,1,12,172.63,73,12602,2520.4,5054,15122.4,2,2018,2-2018
12239,223,2,19,265.56,68,18058,3611.6,6942,21669.6,9,2019,9-2019
12240,461,1,12,815.46,24,19571,3914.2,4196,23485.2,9,2019,9-2019
12241,352,3,24,186.09,67,12468,2493.6,4404,14961.6,10,2018,10-2018
12242,514,1,24,410.39,46,18878,3775.6,5158,22653.6,6,2018,6-2018
12243,391,3,16,379.73,40,15189,3037.8,6109,18226.8,4,2018,4-2018
12244,392,2,18,667.67,15,10015,2003,4665,12018,5,2019,5-2019
12245,378,3,13,280.06,54,15123,3024.6,6018,18147.6,10,2019,10-2019
12246,522,1,17,225.96,69,15591,3118.2,6500,18709.2,4,2019,4-2019
12247,385,3,21,264.73,73,19325,3865,4877,23190,1,2018,1-2018
12248,421,1,27,192.93,59,11383,2276.6,6363,13659.6,8,2018,8-2018
12249,391,1,13,219.14,71,15559,3111.8,6943,18670.8,8,2019,8-2019
12250,475,2,14,1217.09,11,13388,2677.6,5184,16065.6,4,2019,4-2019
12251,358,2,20,275.71,55,15164,3032.8,5307,18196.8,4,2019,4-2019
12252,376,3,22,224.17,48,10760,2152,6578,12912,9,2018,9-2018
12253,388,3,22,356.11,35,12464,2492.8,5135,14956.8,9,2019,9-2019
12254,493,3,21,636.81,31,19741,3948.2,6508,23689.2,8,2018,8-2018
12255,151,2,19,492.41,32,15757,3151.4,4803,18908.4,6,2019,6-2019
12256,315,1,21,156.74,77,12069,2413.8,4778,14482.8,8,2018,8-2018
12257,182,2,12,176.57,70,12360,2472,6942,14832,12,2019,12-2019
12258,454,1,18,212.74,65,13828,2765.6,6271,16593.6,3,2019,3-2019
12259,235,1,24,312.98,45,14084,2816.8,5833,16900.8,8,2019,8-2019
12260,477,1,14,462.74,31,14345,2869,6829,17214,10,2018,10-2018
12261,470,2,20,414.16,32,13253,2650.6,6598,15903.6,3,2019,3-2019
12262,505,3,27,820.06,17,13941,2788.2,4426,16729.2,9,2018,9-2018
12263,426,1,24,321.67,46,14797,2959.4,4123,17756.4,12,2019,12-2019
